,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth
1061,34,743,19,181,12,0,200,2,7,6,11,5
1062,23,124,83,267,85,59,35,2,5,2,11,5
1063,37,15,0,8,4,2,20,2,1,1,2,5
1064,22,397,19,69,12,0,9,1,4,4,8,2
1065,19,10,4,4,3,3,14,3,1,1,3,7
1066,7,530,117,678,134,44,147,1,4,10,8,1
1067,52,1215,33,249,64,116,149,8,8,9,8,6
1068,91,3,2,7,0,4,2,1,1,0,2,8
1069,93,444,44,382,11,8,17,1,3,7,13,2
1070,78,26,0,15,2,1,2,2,3,0,3,8
1071,23,736,114,279,82,76,190,6,5,6,8,3
1072,83,473,21,176,19,21,56,3,9,2,9,6
1073,92,32,0,5,2,0,8,2,2,0,3,5
1074,4,288,10,30,4,10,125,1,6,1,6,6
1075,32,1050,178,555,77,138,118,1,4,7,9,1
1076,27,1001,44,107,58,44,44,1,6,7,11,2
1077,10,9,1,7,0,3,2,2,1,0,3,7
1078,9,234,14,77,19,10,42,2,4,1,8,5
1079,65,7,2,6,2,0,3,1,1,0,2,7
1080,68,251,108,334,65,92,117,1,4,3,5,2
1081,16,172,10,125,21,13,16,6,7,2,4,9
1082,12,565,42,548,64,83,99,1,5,6,4,3
1083,95,5,0,8,2,0,0,1,0,0,3,4
1084,16,918,57,842,99,38,133,1,5,8,6,3
1085,46,652,8,158,21,0,142,4,11,6,5,8
1086,3,4,1,7,2,1,2,2,1,0,3,4
1087,80,152,27,103,106,54,81,0,9,9,4,5
1088,77,8,0,9,2,1,3,1,1,0,2,6
1089,0,336,130,411,240,32,43,1,4,7,5,2
1090,62,938,19,843,25,95,38,1,6,6,7,2
1091,91,68,8,18,19,8,12,2,2,1,4,5
1092,24,227,23,389,42,21,75,1,4,5,7,2
1093,2,38,4,22,3,3,3,3,3,0,3,8
1094,22,105,0,9,2,1,4,3,2,1,4,3
1095,56,162,50,100,55,30,27,1,4,2,8,4
1096,54,574,8,216,21,16,33,1,4,3,5,1
1097,71,160,80,369,67,39,41,1,3,3,8,1
1098,38,6,0,5,0,0,1,1,1,0,2,7
1099,62,614,35,160,58,35,35,2,5,8,10,5
1100,78,897,161,430,186,161,27,0,4,7,6,1
1101,18,70,54,109,80,9,45,2,4,1,7,5
1102,95,120,19,206,25,19,54,6,7,2,5,8
1103,66,211,2,30,7,7,10,2,4,1,6,5
1104,28,11,0,16,7,6,21,1,2,0,3,8
1105,78,760,53,400,17,93,0,1,4,5,11,2
1106,13,53,0,8,0,0,2,1,2,0,3,5
1107,27,7,4,13,15,8,17,2,2,0,4,5
1108,17,391,32,70,21,32,16,2,6,2,9,5
1109,71,199,9,57,20,21,6,7,4,1,7,4
1110,79,516,56,449,86,33,16,1,2,2,11,1
1111,1,709,45,115,30,160,45,1,8,2,5,5
1112,78,12,0,4,0,0,0,1,1,0,2,5
1113,23,1000,19,711,125,115,38,0,4,6,9,1
1114,75,19,3,18,3,1,0,3,3,0,3,8
1115,70,1224,28,140,0,14,168,3,3,3,5,6
1116,10,16,2,18,3,0,24,1,1,1,2,8
1117,24,88,39,54,64,28,153,1,3,5,3,6
1118,47,2,23,11,8,6,46,1,2,1,2,8
1119,98,508,11,59,23,5,29,5,11,1,6,9
1120,4,381,28,215,84,28,21,2,6,5,9,3
1121,15,74,0,42,2,1,6,2,2,1,4,7
1122,67,146,0,93,7,13,73,5,4,2,5,7
1123,32,23,17,23,43,20,9,1,2,1,4,3
1124,40,110,5,137,26,23,29,2,6,1,5,7
1125,54,165,3,147,4,24,41,7,6,2,5,8
1126,78,957,47,494,82,47,95,4,5,3,6,8
1127,94,41,0,17,3,1,16,2,1,1,3,3
1128,51,1,3,4,2,3,11,1,0,0,3,4
1129,42,176,29,818,0,33,112,1,7,6,11,4
1130,67,815,8,53,11,0,70,4,2,2,9,7
1131,87,6,1,2,2,0,4,1,1,0,2,7
1132,29,8,4,20,6,3,16,1,1,0,3,5
1133,89,717,42,864,219,30,84,2,6,7,9,3
1134,74,1067,138,750,0,19,39,1,7,5,8,4
1135,97,166,5,107,11,8,29,2,5,1,6,6
1136,63,29,4,34,2,4,4,3,3,0,3,9
1137,88,714,76,395,116,0,12,1,4,6,9,1
1138,34,8,4,10,2,2,4,2,3,0,3,5
1139,81,229,5,56,3,2,20,2,6,2,4,7
1140,65,320,48,133,39,72,48,4,6,2,10,4
1141,51,23,0,26,7,15,3,1,2,0,4,5
1142,76,1,5,8,4,8,20,2,2,1,2,6
1143,76,56,0,12,0,0,18,2,2,0,4,7
1144,84,508,124,249,50,38,134,1,6,5,13,3
1145,56,29,0,25,2,2,3,4,2,1,4,4
1146,31,46,7,59,2,4,27,2,3,1,3,6
1147,0,454,0,171,8,19,32,12,9,2,8,8
1148,91,350,3,39,0,0,19,2,9,1,4,8
1149,40,10,0,8,0,0,9,1,1,0,2,9
1150,59,735,40,183,52,20,30,2,9,3,13,6
1151,96,897,126,196,91,112,37,3,10,4,7,6
1152,61,5,2,3,3,0,5,1,1,0,2,8
1153,14,777,35,731,39,137,114,1,5,9,11,2
1154,16,162,6,37,6,13,13,2,1,3,6,1
1155,98,35,0,11,0,0,2,4,2,1,3,7
1156,11,342,9,112,19,14,19,10,5,2,9,7
1157,52,258,105,239,237,172,9,1,7,3,4,4
1158,19,658,80,483,123,13,13,1,3,2,5,1
1159,61,356,80,329,138,17,106,2,7,6,10,5
1160,73,213,5,28,7,7,41,1,4,1,6,5
1161,0,454,0,171,8,19,32,12,9,2,8,8
1162,74,457,4,29,0,0,9,1,8,1,7,7
1163,55,241,45,604,34,26,54,1,6,4,10,2
1164,48,210,0,6,0,0,2,2,4,1,5,7
1165,53,441,35,83,7,29,11,4,4,2,12,4
1166,13,19,13,18,10,7,8,1,1,1,3,3
1167,34,28,9,37,12,7,13,3,2,0,4,8
1168,54,476,75,162,29,151,97,1,4,4,8,2
1169,69,364,40,425,158,60,50,1,3,4,8,1
1170,81,0,0,2,3,3,8,1,1,0,2,5
1171,99,0,6,3,7,6,12,1,1,0,3,8
1172,3,863,83,547,86,99,33,1,8,2,5,5
1173,61,349,7,35,0,0,47,3,8,2,4,7
1174,65,5,23,15,0,18,14,2,2,0,3,8
1175,93,184,2,19,8,8,4,3,2,2,6,5
1176,24,8,0,8,0,0,2,1,1,0,2,8
1177,8,277,21,64,62,21,25,2,3,2,10,3
1178,72,44,5,19,0,4,19,3,2,0,4,5
1179,29,1156,120,915,94,144,96,1,3,4,10,1
1180,33,373,14,83,6,9,19,3,8,2,6,7
1181,68,134,8,76,6,0,11,1,4,1,5,6
1182,55,1148,0,60,0,0,24,3,9,5,4,7
1183,76,6,12,3,21,6,40,5,2,2,3,5
1184,17,4,1,11,0,0,1,1,1,0,2,7
1185,94,5,4,8,2,0,5,1,1,0,3,5
1186,86,24,2,20,2,2,10,2,1,0,4,4
1187,25,899,0,101,0,0,20,1,6,6,13,4
1188,22,108,1,28,13,1,4,2,3,1,4,8
1189,15,27,2,7,0,2,13,1,1,0,3,5
1190,35,816,66,549,216,66,99,1,5,6,4,3
1191,81,1298,0,70,37,14,42,4,7,4,10,4
1192,55,10,0,11,17,29,29,1,1,2,2,4
1193,94,87,13,34,10,6,10,1,4,0,4,5
1194,50,57,2,51,4,2,23,3,2,1,4,6
1195,64,635,15,100,20,7,131,1,9,3,9,6
1196,91,43,12,23,29,15,61,1,2,1,4,4
1197,11,964,34,137,15,0,11,2,5,2,10,8
1198,72,572,8,259,34,35,80,1,3,5,5,1
1199,6,341,142,113,259,151,66,3,6,6,12,5
1200,0,63,6,57,13,13,22,4,2,1,5,4
1201,66,221,104,169,102,78,84,3,9,2,8,7
1202,42,140,3,29,4,5,14,2,3,2,4,4
1203,60,1,2,8,4,3,13,2,1,1,2,7
1204,64,291,10,689,84,10,0,1,3,4,9,1
1205,87,544,13,85,8,6,29,3,10,4,5,8
1206,96,684,100,801,21,66,0,1,6,9,10,2
1207,1,1,12,9,0,14,7,1,2,0,3,7
1208,54,35,0,4,0,0,10,1,1,1,2,5
1209,53,87,3,25,3,2,13,2,3,0,4,7
1210,96,309,3,24,4,3,20,2,5,1,7,7
1211,58,172,73,93,95,78,34,2,2,4,10,1
1212,12,625,38,242,50,34,76,2,7,11,11,4
1213,78,972,59,913,25,19,59,1,5,9,6,3
1214,64,157,6,39,6,13,75,5,4,1,5,6
1215,26,48,9,45,3,15,20,4,2,1,4,6
1216,8,279,83,88,32,14,34,1,4,2,10,3
1217,49,132,0,16,0,0,4,5,3,1,4,9
1218,56,919,0,505,99,30,45,1,4,9,10,2
1219,55,62,0,22,3,1,26,2,2,2,2,7
1220,25,1,45,3,4,6,42,3,3,1,3,8
1221,50,2,6,4,3,1,9,1,1,0,2,8
1222,84,408,61,109,48,122,41,1,5,7,9,4
1223,30,51,1,7,2,1,25,2,2,1,2,8
1224,81,62,1,16,3,2,6,4,2,1,4,5
1225,74,952,12,180,47,12,12,2,5,4,9,3
1226,76,618,15,106,20,7,45,1,11,2,8,6
1227,36,11,7,12,2,2,27,2,2,1,2,5
1228,64,318,3,17,4,7,56,5,4,1,8,4
1229,62,56,0,14,0,0,2,3,3,0,3,7
1230,53,110,5,59,7,1,7,5,5,0,4,8
1231,86,23,0,11,2,1,3,1,1,0,3,5
1232,15,27,5,8,8,3,12,3,3,0,4,4
1233,67,18,3,19,3,3,6,2,2,0,3,8
1234,47,18,0,9,0,1,11,1,1,0,3,6
1235,47,303,0,280,60,147,15,4,8,2,11,6
1236,81,97,1,19,2,0,11,1,2,1,4,3
1237,98,997,15,414,99,30,76,1,5,6,12,2
1238,56,5,4,13,8,0,4,1,1,0,3,8
1239,48,95,11,35,0,4,7,4,2,1,5,6
1240,18,1,6,2,3,6,3,1,1,0,3,7
1241,74,46,1,12,3,0,9,2,2,0,3,4
1242,68,411,106,147,54,115,66,1,5,10,7,1
1243,36,244,51,270,101,0,45,1,1,3,5,1
1244,90,152,9,121,12,12,45,4,6,2,4,8
1245,65,1,1,3,1,1,1,15,0,0,0,20
1246,63,10,17,18,8,26,40,4,3,2,2,9
1247,82,12,0,5,0,0,4,1,0,1,2,5
1248,63,5,0,4,0,0,1,1,1,0,2,8
1249,55,790,19,133,12,0,19,3,8,3,13,6
1250,64,882,29,514,38,29,44,1,4,2,6,3
1251,51,615,28,259,12,48,30,4,6,5,13,4
1252,97,1004,59,265,115,59,27,2,11,10,11,6
1253,92,133,27,421,13,195,71,2,7,3,5,4
1254,51,595,23,123,10,23,154,2,8,9,4,6
1255,72,293,0,87,4,11,23,4,7,2,5,7
1256,39,313,15,47,20,0,192,2,7,4,3,6
1257,49,151,81,86,168,91,64,2,4,2,11,2
1258,21,15,0,2,0,0,6,1,1,0,2,6
1259,91,736,63,946,219,189,126,1,4,7,11,2
1260,37,15,0,8,4,2,20,2,1,1,2,5
1261,98,982,17,672,23,34,51,1,6,2,8,2
1262,85,1142,51,415,90,69,37,1,7,8,11,3
1263,40,28,0,11,0,0,9,3,2,0,3,8
1264,2,46,0,12,0,2,23,2,2,1,2,7
1265,78,897,161,430,186,161,27,0,4,7,6,1
1266,41,489,6,152,8,6,132,10,9,4,6,8
1267,94,25,4,9,6,8,32,3,2,1,3,7
1268,10,145,1,33,2,1,1,1,4,1,4,6
1269,73,630,26,611,44,18,54,1,6,6,6,2
1270,22,760,38,104,50,9,38,2,7,3,4,4
1271,30,420,15,186,151,38,15,3,5,3,13,3
1272,21,125,17,52,3,19,30,4,5,1,4,8
1273,51,464,5,64,7,0,70,8,9,1,7,8
1274,97,6,6,29,12,15,8,3,2,1,3,8
1275,56,1090,12,96,16,12,60,4,3,4,11,8
1276,4,3,2,11,2,2,10,1,1,0,2,6
1277,77,24,0,27,8,30,10,2,3,0,3,7
1278,95,737,21,106,55,63,210,0,6,7,9,3
1279,36,254,6,71,4,0,27,5,5,1,7,5
1280,13,817,185,687,145,55,241,1,4,6,8,2
1281,90,620,54,239,99,98,119,2,9,7,10,7
1282,49,13,4,20,0,0,1,2,1,0,3,9
1283,18,113,61,204,34,26,47,2,7,1,7,8
1284,89,7,23,78,133,49,144,2,4,2,5,7
1285,43,16,2,18,2,1,5,1,1,0,3,7
1286,82,462,0,24,6,0,4,2,9,2,5,7
1287,84,22,2,10,6,4,34,2,1,2,2,4
1288,80,968,147,842,137,42,210,1,5,7,10,2
1289,68,283,112,151,51,72,125,2,7,2,10,6
1290,12,1,2,5,6,0,3,1,1,0,2,7
1291,75,14,1,7,2,1,1,1,2,0,2,9
1292,10,30,5,24,6,3,8,2,2,0,4,5
1293,91,4,0,5,0,1,5,1,1,0,2,7
1294,21,52,0,9,0,0,1,2,1,0,4,4
1295,28,62,1,57,19,11,48,2,2,1,5,2
1296,97,20,2,14,3,0,10,1,2,0,2,9
1297,49,545,7,114,37,21,78,5,7,2,11,5
1298,14,558,79,622,207,175,95,1,4,6,4,1
1299,5,6,5,4,13,4,25,4,2,1,3,6
1300,37,39,1,9,2,0,8,0,1,0,1,1
1301,62,1111,24,790,160,45,172,0,5,8,5,2
1302,83,4,6,8,6,3,10,1,2,0,3,7
1303,48,183,5,65,3,5,49,5,5,2,4,9
1304,94,546,72,376,94,145,72,1,5,5,8,3
1305,61,606,7,155,10,0,54,5,10,3,8,7
1306,70,266,6,51,8,6,64,6,7,1,5,8
1307,43,1142,29,249,38,29,14,1,5,5,12,2
1308,23,1074,0,69,0,0,46,1,10,4,13,6
1309,37,771,51,154,54,10,154,7,11,2,12,6
1310,50,371,32,189,0,58,6,2,5,4,10,4
1311,78,556,14,717,210,0,43,1,7,5,10,4
1312,74,202,5,74,11,5,14,3,6,1,5,7
1313,14,209,162,209,41,162,37,5,4,7,10,2
1314,77,35,40,111,36,40,12,3,3,1,7,4
1315,39,37,0,17,0,0,3,3,3,0,3,9
1316,89,171,45,73,59,10,90,4,3,2,8,4
1317,62,12,2,20,3,2,5,1,1,0,3,7
1318,59,44,4,21,6,0,27,2,3,0,3,7
1319,68,20,2,9,4,6,20,1,1,1,2,4
1320,13,779,86,537,34,69,138,1,5,9,12,3
1321,37,170,6,97,24,12,88,3,6,1,5,6
1322,36,491,48,231,112,105,134,2,5,7,12,1
1323,28,173,8,107,7,2,176,4,7,2,3,9
1324,2,7,10,13,16,0,4,2,3,0,3,8
1325,17,1205,0,235,19,14,205,6,6,3,13,7
1326,86,10,7,25,6,3,7,1,3,0,3,7
1327,54,97,4,44,6,1,18,1,3,1,4,5
1328,2,67,11,26,4,3,262,0,1,0,1,17
1329,3,345,53,528,98,75,97,1,8,3,5,4
1330,84,6,5,17,3,24,46,2,2,2,2,7
1331,8,73,57,100,71,15,0,5,6,1,5,9
1332,4,711,36,217,172,96,168,3,7,4,7,4
1333,57,774,70,118,182,187,93,1,4,9,13,1
1334,24,163,0,480,0,126,75,1,6,5,8,9
1335,51,82,33,54,71,30,41,2,5,2,4,5
1336,29,358,108,413,141,97,32,1,2,8,6,1
1337,13,66,2,40,4,3,14,1,3,1,3,6
1338,23,13,6,7,0,3,3,1,1,0,3,6
1339,36,139,13,78,20,13,36,3,7,1,3,9
1340,88,274,0,21,4,6,15,1,5,1,6,6
1341,2,262,6,61,0,10,102,3,5,2,6,5
1342,3,1099,0,45,0,0,34,11,3,4,10,8
1343,15,32,0,8,23,4,18,1,1,0,4,6
1344,58,2,4,2,0,11,5,1,1,0,2,9
1345,11,6,10,21,19,14,42,2,2,1,3,6
1346,27,6,7,4,3,4,6,1,1,0,3,6
1347,32,135,46,92,65,61,11,2,5,2,7,5
1348,12,641,7,84,0,30,38,3,10,4,7,6
1349,88,714,76,395,116,0,12,1,4,6,9,1
1350,91,794,73,573,0,29,14,1,4,8,10,2
1351,12,420,0,452,182,64,140,1,6,6,4,2
1352,21,1,2,7,4,3,11,1,0,1,2,8
1353,23,86,12,75,33,15,6,1,4,1,5,4
1354,10,823,25,459,124,29,95,1,6,6,7,4
1355,35,231,161,215,171,30,53,2,8,2,11,5
1356,69,8,15,27,0,20,33,2,3,1,2,8
1357,68,182,17,259,77,70,29,1,6,2,10,4
1358,85,557,129,984,193,37,18,1,5,8,5,2
1359,34,79,1,31,4,4,12,3,2,1,4,6
1360,55,368,24,68,38,0,88,6,8,2,6,7
1361,10,6,4,14,8,8,22,2,2,1,2,8
1362,30,160,15,196,15,11,50,8,6,1,7,8
1363,36,488,21,238,56,108,28,1,8,7,11,6
1364,14,691,7,69,0,7,23,4,2,2,7,8
1365,79,543,10,205,160,143,82,1,6,3,6,3
1366,52,254,7,108,20,0,26,3,6,3,5,6
1367,97,5,4,10,2,2,7,1,1,0,3,8
1368,24,112,19,21,16,14,5,3,4,1,4,7
1369,0,134,11,59,15,2,30,1,3,2,5,2
1370,96,143,6,52,11,8,17,2,4,1,5,5
1371,89,51,4,24,4,7,1,2,2,0,4,6
1372,94,27,0,5,0,0,3,2,1,0,3,8
1373,98,459,0,24,6,0,4,6,4,5,7,6
1374,72,689,8,167,11,8,88,5,8,4,11,6
1375,1,283,10,38,0,13,27,4,7,2,4,8
1376,26,347,0,35,4,3,7,6,4,2,8,5
1377,5,5,13,14,0,5,31,2,2,1,2,6
1378,22,280,0,18,0,0,24,3,5,1,6,7
1379,39,187,5,65,26,20,14,2,4,2,6,5
1380,56,95,14,64,2,9,38,1,4,2,3,7
1381,74,84,10,34,11,10,28,4,3,1,4,6
1382,87,19,4,12,2,2,6,1,1,0,3,5
1383,49,5,1,9,2,0,4,1,1,0,2,7
1384,24,18,3,17,3,0,4,1,2,0,3,9
1385,9,992,24,694,51,19,119,0,5,10,5,1
1386,17,25,1,13,0,0,3,1,1,0,3,7
1387,10,9,1,7,0,3,2,2,1,0,3,7
1388,35,19,1,17,2,0,2,1,1,0,3,8
1389,56,709,93,374,104,80,80,1,8,6,6,3
1390,7,158,0,76,13,7,71,6,4,4,3,5
1391,51,10,14,29,4,2,36,3,2,1,4,4
1392,17,25,1,13,0,0,3,1,1,0,3,7
1393,30,8,4,12,15,4,29,2,1,1,2,4
1394,21,14,0,6,0,0,0,2,2,0,3,5
1395,2,622,7,115,30,0,15,2,6,3,12,5
1396,85,11,0,3,0,0,1,1,1,0,2,6
1397,65,25,3,16,8,5,2,2,2,1,3,6
1398,64,635,15,100,20,7,131,1,9,3,9,6
1399,11,100,64,79,65,0,109,2,6,2,4,7
1400,92,201,2,43,3,5,35,4,5,1,5,6
1401,54,642,14,49,0,7,57,1,9,2,9,5
1402,4,97,1,41,6,2,41,2,4,1,3,7
1403,53,204,5,39,17,0,89,3,5,2,4,8
1404,39,513,7,133,46,14,14,6,8,4,8,8
1405,49,88,3,21,4,1,29,4,3,0,4,9
1406,70,172,12,112,8,0,15,4,6,1,5,7
1407,40,329,35,222,130,35,43,2,7,5,8,4
1408,40,296,13,104,11,13,17,3,4,2,9,3
1409,43,100,2,16,2,1,31,4,3,2,2,9
1410,17,422,7,238,69,46,15,1,7,2,12,4
1411,40,1218,16,272,104,0,80,2,5,3,6,6
1412,84,5,1,7,2,1,4,1,1,0,2,7
1413,25,507,93,520,242,40,26,1,5,10,5,1
1414,62,52,12,50,4,36,55,3,5,0,3,9
1415,83,191,56,139,51,8,100,4,4,3,8,4
1416,47,2,23,11,8,6,46,1,2,1,2,8
1417,45,68,28,39,16,30,41,1,2,2,5,2
1418,34,20,4,10,6,4,17,2,2,0,3,6
1419,3,20,3,16,0,4,1,3,2,0,4,6
1420,1,7,0,1,0,0,0,1,1,0,2,6
1421,18,279,172,74,38,8,246,1,2,10,10,1
1422,45,977,12,253,16,12,101,4,4,3,12,8
1423,81,30,1,8,0,0,3,1,1,0,3,7
1424,77,6,1,7,23,4,19,1,1,1,2,8
1425,23,3,18,26,11,8,12,3,2,0,4,7
1426,48,14,0,2,0,0,7,1,1,0,2,8
1427,61,10,1,7,0,0,1,1,1,0,2,8
1428,60,7,10,17,8,6,13,2,2,0,3,7
1429,75,33,87,64,175,16,74,1,6,1,6,7
1430,64,12,0,13,2,0,10,1,1,0,3,7
1431,54,2,3,10,11,2,10,1,1,0,3,6
1432,84,693,21,118,110,147,42,1,6,5,11,2
1433,75,9,3,15,2,3,2,2,2,0,3,6
1434,16,129,26,67,3,67,2,5,6,1,5,7
1435,79,16,2,11,3,0,16,2,1,1,2,8
1436,92,201,2,43,3,5,35,4,5,1,5,6
1437,16,5,4,5,4,2,10,1,0,1,2,7
1438,96,14,36,11,3,26,35,1,1,1,4,2
1439,30,29,12,59,19,1,36,2,3,0,4,8
1440,60,26,2,19,10,5,8,3,2,1,3,8
1441,11,9,1,4,3,2,3,1,1,0,2,6
1442,75,14,0,23,4,5,19,3,3,0,3,9
1443,36,972,19,595,180,26,138,3,3,7,10,3
1444,71,966,168,672,246,105,126,1,7,5,10,4
1445,88,99,27,102,28,48,6,1,2,2,8,1
1446,93,482,35,553,72,160,17,1,4,4,9,2
1447,93,714,8,99,11,0,47,4,10,7,5,8
1448,54,587,54,348,71,54,130,1,4,4,8,2
1449,41,399,27,159,58,8,39,4,4,4,5,2
1450,46,56,10,92,19,7,25,3,3,2,4,5
1451,28,227,151,573,98,54,31,1,3,4,9,1
1452,40,703,102,601,0,58,43,1,3,11,8,1
1453,82,37,0,17,0,0,3,1,2,0,3,7
1454,38,167,13,180,86,13,70,2,7,3,5,8
1455,3,458,81,356,106,50,40,1,4,4,7,2
1456,87,91,3,52,2,1,31,3,4,0,4,8
1457,49,15,8,16,11,5,22,4,2,0,4,6
1458,16,1302,68,731,89,114,45,0,6,7,12,2
1459,65,153,64,123,116,64,14,2,5,2,9,6
1460,9,508,5,21,7,5,10,4,7,3,7,5
1461,24,290,59,177,77,5,29,7,4,6,8,3
1462,25,38,0,2,0,0,6,1,1,0,3,7
1463,43,2,13,6,7,5,11,3,3,0,3,7
1464,10,30,0,10,2,0,5,1,1,0,3,7
1465,29,386,23,95,54,41,196,4,2,11,5,2
1466,45,443,10,75,0,10,48,4,8,1,8,8
1467,57,901,31,345,75,31,191,1,4,4,11,1
1468,20,9,0,3,0,0,1,1,0,0,3,3
1469,29,846,84,352,91,56,42,4,9,4,8,5
1470,82,8,3,9,19,4,22,3,1,1,3,6
1471,68,72,7,58,13,1,24,4,4,1,3,8
1472,65,29,0,5,0,1,5,1,1,0,3,5
1473,99,169,24,553,188,0,144,1,8,5,4,7
1474,9,460,35,422,33,12,153,2,6,6,7,4
1475,20,69,8,26,12,7,12,2,3,0,4,7
1476,78,556,14,717,210,0,43,1,7,5,10,4
1477,26,73,0,13,0,1,0,1,2,1,3,3
1478,68,112,1,54,7,7,36,1,3,2,4,3
1479,79,944,0,60,0,0,30,2,7,5,13,5
1480,25,265,199,303,234,9,170,7,10,2,12,7
1481,83,526,28,135,10,21,99,3,5,3,12,5
1482,32,2,3,12,3,5,7,1,1,0,3,8
1483,49,2,4,9,10,5,16,2,1,0,3,7
1484,50,378,97,259,197,194,34,2,7,3,6,4
1485,84,553,25,142,65,67,8,3,6,3,13,4
1486,96,751,127,687,20,15,31,1,4,6,4,2
1487,56,406,0,30,0,0,8,7,8,2,5,7
1488,85,1449,89,161,69,35,107,2,11,8,8,6
1489,63,123,17,171,39,0,30,5,6,2,5,6
1490,17,267,42,309,55,42,21,10,7,4,9,5
1491,11,209,0,40,3,2,15,4,6,1,4,8
1492,62,1259,172,815,97,148,33,1,7,11,10,4
1493,48,344,35,178,15,23,17,7,7,2,9,6
1494,86,22,3,30,0,5,15,2,2,0,4,6
1495,73,247,161,295,210,85,47,2,4,7,13,2
1496,36,38,0,12,3,1,1,1,2,0,3,7
1497,34,896,10,101,13,10,34,6,4,2,9,9
1498,16,931,56,253,91,98,14,4,9,5,7,5
1499,48,758,12,385,33,89,89,1,9,7,13,4
1500,61,216,9,57,20,9,125,7,4,3,5,5
1501,54,2,3,10,11,2,10,1,1,0,3,6
1502,56,244,15,108,4,15,50,6,7,1,6,8
1503,74,539,6,91,8,6,97,13,8,2,9,8
1504,35,1181,26,120,17,13,39,2,5,10,5,8
1505,65,750,8,125,11,8,26,1,4,3,6,2
1506,48,306,5,109,21,109,92,9,5,2,10,6
1507,88,350,104,189,197,151,57,6,11,8,5,8
1508,19,331,197,170,58,152,35,1,2,8,13,1
1509,21,620,16,165,0,24,82,5,5,5,12,5
1510,27,434,137,400,45,137,45,1,3,4,10,1
1511,86,57,0,27,0,0,36,4,3,2,2,8
1512,92,811,76,428,99,137,107,3,10,4,9,7
1513,1,423,42,706,73,197,197,1,4,8,9,2
1514,14,2,12,10,6,13,30,1,3,1,2,8
1515,74,60,51,87,6,20,51,2,4,2,4,5
1516,84,675,0,85,10,7,77,5,10,3,8,8
1517,4,30,8,12,8,8,12,1,2,0,4,5
1518,50,40,1,40,4,3,18,1,3,0,3,8
1519,2,3,17,26,20,1,39,2,2,0,3,9
1520,73,910,111,724,49,74,55,1,10,2,6,3
1521,21,252,98,827,219,70,196,1,4,5,12,3
1522,82,34,6,21,11,4,8,1,2,1,3,6
1523,14,19,3,19,3,1,3,2,2,0,3,7
1524,56,2,1,1,0,0,1,0,0,0,0,14
1525,20,490,0,184,10,28,21,12,7,4,9,7
1526,54,332,194,377,149,125,57,0,4,6,7,1
1527,77,53,8,17,13,0,21,3,2,2,2,7
1528,5,784,48,560,42,176,48,1,4,6,4,3
1529,65,7,11,3,10,4,20,2,1,1,3,5
1530,33,1171,43,219,19,14,47,4,6,3,13,9
1531,65,215,7,33,3,0,13,6,5,1,5,7
1532,41,674,62,134,0,26,8,4,7,3,13,5
1533,86,57,0,27,0,0,36,4,3,2,2,8
1534,92,5,36,7,0,10,45,2,3,0,3,8
1535,97,104,20,101,24,15,5,6,5,1,5,9
1536,91,9,0,7,2,0,4,1,1,1,2,8
1537,0,431,82,441,80,20,102,1,3,6,6,1
1538,59,1000,0,76,0,0,10,3,3,4,9,8
1539,4,448,40,469,80,0,91,3,11,2,12,7
1540,5,33,4,24,4,2,5,2,3,0,4,7
1541,48,505,72,270,36,27,54,4,9,2,12,5
1542,99,267,38,701,149,165,63,1,5,4,10,3
1543,81,14,0,3,0,0,1,1,0,0,3,5
1544,95,631,0,115,10,7,30,3,9,2,10,7
1545,43,65,4,16,0,4,11,1,3,0,3,8
1546,5,10,12,12,25,1,20,1,2,0,3,6
1547,50,51,4,50,12,1,49,1,4,0,3,8
1548,76,293,35,179,46,59,65,2,8,3,7,7
1549,46,11,1,2,2,1,6,1,0,0,3,6
1550,68,50,1,27,6,7,1,1,1,1,4,1
1551,33,173,26,255,35,71,81,1,4,4,7,1
1552,50,423,184,368,13,97,21,1,6,4,6,5
1553,85,292,30,415,63,33,200,1,4,5,4,2
1554,63,757,80,217,29,80,11,5,9,6,12,6
1555,89,12,1,6,0,1,5,2,1,0,3,7
1556,81,167,2,44,6,2,19,7,4,2,4,8
1557,77,3,1,3,8,0,5,1,1,0,2,7
1558,50,30,5,22,8,9,28,4,2,1,4,6
1559,10,532,88,168,69,44,133,3,7,3,13,5
1560,30,29,12,59,19,1,36,2,3,0,4,8
1561,66,411,0,26,0,0,21,6,7,1,7,7
1562,16,5,3,4,4,1,0,1,1,0,2,8
1563,12,71,99,278,185,121,38,1,5,10,5,1
1564,30,46,0,40,3,0,3,2,3,0,3,8
1565,8,268,11,88,15,3,22,2,6,3,5,5
1566,93,928,63,254,0,12,12,4,5,4,10,4
1567,14,459,15,171,142,23,31,2,5,4,12,2
1568,53,483,0,108,0,6,36,5,11,1,6,9
1569,26,733,9,180,12,19,66,11,6,3,5,4
1570,23,1006,22,115,59,68,45,1,7,6,12,3
1571,92,34,1,14,0,0,5,3,2,0,3,8
1572,29,1156,120,915,94,144,96,1,3,4,10,1
1573,41,7,4,23,7,0,11,1,1,0,3,7
1574,56,244,15,108,4,15,50,6,7,1,6,8
